name,Season,Apps,Mins,Goals,Assists,Yel,Red,MotM,Rating
adrian-fein,2020,16,530,1,3,1,0,0,6.44
adrian-fein,2021,3,29,0,0,0,0,0,6.06
adrian-grbic,2019,2,21,0,0,0,0,0,6.1
adrian-grbic,2020,38,1021,6,1,2,0,1,6.29
adrian-grbic,2021,34,1379,1,0,0,1,0,6.22
adrian-semper,2016,2,180,0,0,0,0,0,6.11
adrian-semper,2018,6,540,0,0,0,0,0,7.12
adrian-semper,2021,1,90,0,0,0,0,0,6.83
adrien-rabiot,2012,20,1326,1,3,3,0,1,7.12
adrien-rabiot,2013,31,1457,2,0,4,0,1,6.81
adrien-rabiot,2014,24,1309,4,1,1,0,3,7.04
adrien-rabiot,2015,31,2136,4,1,4,1,1,7.3
adrien-rabiot,2016,32,2289,3,3,4,0,3,7.34
adrien-rabiot,2017,41,3043,2,7,3,0,0,7.13
adrien-rabiot,2018,19,1346,2,1,3,0,1,7.14
adrien-rabiot,2019,33,2282,1,1,5,1,1,6.84
adrien-rabiot,2020,46,3193,5,3,7,1,0,6.92
adrien-rabiot,2021,46,3397,1,3,7,0,0,6.85
adrien-rabiot,2022,3,192,1,0,1,0,1,6.69
adrien-silva,2012,2,98,0,0,0,0,0,6.6
adrien-silva,2014,8,685,2,0,1,0,0,7.14
adrien-silva,2015,6,367,0,0,2,0,0,6.86
adrien-silva,2016,36,2862,5,3,9,0,2,7.06
adrien-silva,2017,15,987,1,2,4,0,0,6.57
adrien-silva,2018,20,1427,0,1,7,0,0,6.71
adrien-silva,2019,22,1216,0,2,7,0,0,6.63
adrien-silva,2020,24,1604,1,1,6,1,0,6.56
adrien-silva,2021,17,1086,0,1,3,1,0,6.52
adrien-tameze,2017,32,1766,1,1,3,0,0,6.8
adrien-tameze,2018,37,2951,0,3,7,0,0,6.8
adrien-tameze,2019,17,735,1,0,2,0,0,6.3
adrien-tameze,2020,33,2313,1,0,6,0,1,6.64
adrien-tameze,2021,38,2580,4,2,4,0,1,6.84
adrien-thomasson,2011,3,43,0,0,1,0,0,6.16
adrien-thomasson,2014,21,1672,2,5,3,0,0,7.02
adrien-thomasson,2015,34,2529,2,5,7,0,1,6.98
adrien-thomasson,2016,29,1927,2,2,5,1,1,6.5
adrien-thomasson,2017,36,2587,5,3,4,0,1,6.69
adrien-thomasson,2018,34,2490,5,8,4,1,0,6.7
adrien-thomasson,2019,25,2082,8,1,4,0,3,6.95
adrien-thomasson,2020,37,2639,5,1,6,1,1,6.52
adrien-thomasson,2021,31,2397,8,4,2,1,4,6.94
adrien-truffert,2020,34,2198,1,3,3,0,1,6.6
adrien-truffert,2021,30,1635,3,2,4,0,0,6.56
afimico-pululu,2019,7,239,0,0,0,0,0,6.28
afimico-pululu,2021,8,62,0,0,0,0,0,6.07
aihen-munoz,2018,11,954,0,0,0,0,0,6.84
aihen-munoz,2019,15,980,0,0,1,0,0,6.39
aihen-munoz,2020,18,1312,0,1,6,0,0,6.55
aihen-munoz,2021,28,1968,0,0,3,1,0,6.52
aimar-sher,2021,1,45,0,0,0,0,0,6.52
aimen-moueffek,2020,19,735,0,0,3,0,0,6.39
aimen-moueffek,2021,14,426,0,0,1,0,0,6.23
ainsley-maitland-niles,2014,2,46,0,0,0,0,0,6.31
ainsley-maitland-niles,2015,30,1682,1,2,3,0,1,6.72
ainsley-maitland-niles,2016,1,1,0,0,0,0,0,6.14
ainsley-maitland-niles,2017,24,1613,0,0,2,0,0,6.85
ainsley-maitland-niles,2018,26,1790,2,3,1,1,2,6.81
ainsley-maitland-niles,2019,26,1674,0,2,4,1,1,6.53
ainsley-maitland-niles,2020,34,2186,0,1,2,0,0,6.52
ainsley-maitland-niles,2021,19,967,0,1,0,0,0,6.5
aissa-mandi,2012,29,2459,2,2,2,1,1,7.01
aissa-mandi,2013,33,2919,0,2,2,1,0,7.09
aissa-mandi,2014,35,3106,6,2,3,0,4,7.06
aissa-mandi,2015,36,3220,5,1,4,1,3,6.93
aissa-mandi,2016,26,2218,2,1,4,0,0,6.78
aissa-mandi,2017,34,3025,1,0,9,1,1,6.84
aissa-mandi,2018,41,3601,1,1,11,0,2,6.68
aissa-mandi,2019,35,3148,0,0,12,0,0,6.64
aissa-mandi,2020,28,2394,3,1,5,2,0,6.67
aissa-mandi,2021,22,1668,1,1,4,0,0,6.55
aitor-fernandez,2018,16,1440,0,0,0,0,1,6.72
aitor-fernandez,2019,36,3240,0,0,2,0,2,6.97
aitor-fernandez,2020,29,2610,0,0,0,0,0,6.42
aitor-fernandez,2021,13,1167,0,0,1,1,1,6.49
aitor-ruibal,2017,2,7,0,0,0,0,0,5.94
aitor-ruibal,2019,25,1218,0,0,5,0,0,6.41
aitor-ruibal,2020,28,1606,2,2,2,0,0,6.54
aitor-ruibal,2021,27,1472,0,1,9,0,0,6.35
ajdin-hrustic,2016,7,114,1,0,0,0,0,6.12
ajdin-hrustic,2017,18,1100,1,1,1,1,0,6.57
ajdin-hrustic,2018,20,1061,0,1,6,1,0,6.43
ajdin-hrustic,2019,25,1898,3,2,3,0,3,6.89
ajdin-hrustic,2020,12,350,1,0,2,0,0,6.53
ajdin-hrustic,2021,29,1053,2,0,4,0,1,6.32
akim-zedadka,2021,38,3338,0,3,5,0,1,6.67
alasanne-sidibe,2021,1,5,0,0,0,0,0,6.16
alassane-plea,2012,3,92,0,0,0,0,0,6.27
alassane-plea,2013,9,344,1,0,0,0,1,6.46
alassane-plea,2014,33,2457,3,6,7,0,1,6.76
alassane-plea,2015,19,1414,6,4,1,0,2,7.08
alassane-plea,2016,30,2170,12,2,1,0,2,6.82
alassane-plea,2017,43,3623,20,6,7,0,7,7.14
alassane-plea,2018,34,2509,12,4,2,0,1,6.77
alassane-plea,2019,32,2375,10,11,1,2,4,7.09
alassane-plea,2020,37,2347,11,4,3,0,3,6.89
alassane-plea,2021,32,1983,9,6,4,0,5,6.91
alban-lafont,2015,24,2145,0,0,0,0,1,6.6
alban-lafont,2016,36,3240,0,0,5,0,1,6.76
alban-lafont,2017,38,3420,0,0,4,0,0,6.56
alban-lafont,2018,34,3016,0,0,2,0,1,6.64
alban-lafont,2019,27,2430,0,0,3,0,1,6.63
alban-lafont,2020,38,3420,0,0,2,0,0,6.61
alban-lafont,2021,38,3420,0,0,3,0,1,6.77
albert-gudmundsson,2017,9,176,0,2,0,0,0,6.55
albert-gudmundsson,2018,27,1329,6,2,5,0,0,6.61
albert-gudmundsson,2019,4,119,0,0,0,0,0,6.11
albert-gudmundsson,2020,38,2774,9,4,3,0,3,6.77
albert-gudmundsson,2021,40,2443,7,2,10,0,3,6.55
albert-gudmundsson,2022,2,32,0,0,0,0,0,5.93
albert-sambi-lokonga,2018,2,22,0,0,1,0,0,6.03
albert-sambi-lokonga,2020,33,2917,3,2,3,1,1,7.08
albert-sambi-lokonga,2021,24,1437,0,0,5,0,0,6.53
alberth-elis,2017,30,2035,11,3,10,0,2,6.87
alberth-elis,2018,30,2424,11,9,6,1,4,7.26
alberth-elis,2019,26,1921,9,8,6,1,3,7.13
alberth-elis,2020,37,2928,12,9,4,1,2,6.9
alberth-elis,2021,20,1416,9,1,2,0,0,6.64
alberto-grassi,2014,3,201,0,0,0,0,0,6.22
alberto-grassi,2015,13,985,0,0,4,1,0,6.87
alberto-grassi,2016,18,690,1,0,2,0,0,6.45
alberto-grassi,2017,28,2261,3,0,3,0,1,6.9
alberto-grassi,2018,7,461,0,0,0,0,0,6.65
alberto-grassi,2019,16,638,1,1,6,0,0,6.31
alberto-grassi,2020,23,1179,0,0,3,0,0,6.32
alberto-grassi,2021,30,2185,0,2,4,1,2,6.73
alberto-moreno,2011,1,11,0,0,0,0,0,6.19
alberto-moreno,2012,15,1106,0,1,5,0,1,6.93
alberto-moreno,2013,42,3585,3,2,10,1,3,7.02
alberto-moreno,2014,35,2796,2,1,8,0,0,6.76
alberto-moreno,2015,45,3673,1,5,5,0,4,7.08
alberto-moreno,2016,12,298,0,1,1,0,0,6.28
alberto-moreno,2017,24,1828,0,3,3,0,1,6.95
alberto-moreno,2018,3,163,0,0,0,0,0,6.48
alberto-moreno,2019,18,1475,0,0,6,0,0,6.63
alberto-moreno,2020,9,237,0,0,0,0,0,6.32
alberto-moreno,2021,31,1534,4,2,5,0,1,6.57
alberto-perea,2011,1,10,0,0,0,0,0,6.5
alberto-perea,2012,4,141,0,0,0,0,0,6.52
alberto-perea,2013,8,439,1,0,0,0,0,6.5
alberto-perea,2020,27,1552,2,3,0,0,1,6.73
alberto-perea,2021,18,776,0,1,2,0,0,6.44
alberto-soro,2020,22,654,2,3,1,0,1,6.22
alberto-soro,2021,16,575,0,0,0,0,0,6.27
albin-ekdal,2009,26,1706,1,0,3,0,1,6.8
albin-ekdal,2010,23,1564,1,1,4,0,0,6.6
albin-ekdal,2011,30,1996,1,1,3,0,0,7.03
albin-ekdal,2012,31,2350,1,1,8,0,0,6.97
albin-ekdal,2013,22,1669,1,0,6,0,0,6.71
albin-ekdal,2014,33,2692,5,1,7,0,3,7.16
albin-ekdal,2015,14,1143,0,0,4,0,1,6.97
albin-ekdal,2016,24,1419,1,1,3,1,1,6.52
albin-ekdal,2017,19,1109,0,1,3,0,0,6.61
albin-ekdal,2018,39,3210,0,0,8,0,1,6.96
albin-ekdal,2019,32,2389,0,2,8,0,0,6.68
albin-ekdal,2020,41,3046,2,1,11,0,1,6.68
albin-ekdal,2021,27,1713,1,0,10,1,1,6.53
aleix-febas,2019,29,1700,0,3,4,0,0,6.49
aleix-febas,2021,4,115,0,0,1,0,0,6.06
aleix-vidal,2013,38,3133,6,3,3,0,2,6.93
aleix-vidal,2014,42,3131,6,9,10,0,2,6.99
aleix-vidal,2015,9,543,0,1,1,0,0,6.76
aleix-vidal,2016,7,562,2,3,0,0,0,7.44
aleix-vidal,2017,19,567,1,1,1,0,0,6.35
aleix-vidal,2018,14,758,0,2,3,0,1,6.75
aleix-vidal,2019,29,2178,2,4,6,0,0,6.69
aleix-vidal,2020,12,590,0,1,2,0,0,6.61
aleix-vidal,2021,31,1908,2,0,10,0,0,6.39
alejandro-asensio,2021,2,12,0,0,0,0,0,6.02
alejandro-cantero,2020,4,239,0,0,1,0,0,6.31
alejandro-cantero,2021,25,597,0,1,1,0,0,6.12
alejandro-catena,2018,2,177,0,0,1,0,0,6.81
alejandro-catena,2021,36,3240,2,2,8,0,1,6.8
alejandro-garnacho,2021,2,12,0,0,0,0,0,5.98
alejandro-primo,2021,1,90,0,0,0,0,0,6.26
aleksa-terzic,2019,3,97,0,0,0,0,0,6.28
aleksa-terzic,2021,14,261,0,1,1,0,1,6.27
aleksa-terzic,2022,1,64,0,0,0,0,0,6.58
aleksandar-kolarov,2009,33,2926,3,3,8,1,3,7.21
aleksandar-kolarov,2010,24,1717,1,0,5,1,0,6.89
aleksandar-kolarov,2011,17,1101,3,4,2,0,1,7.14
aleksandar-kolarov,2012,25,1217,2,2,5,0,0,6.76
aleksandar-kolarov,2013,37,2502,2,7,5,0,1,7.1
aleksandar-kolarov,2014,25,1669,2,3,5,0,2,7.21
aleksandar-kolarov,2015,35,2674,3,3,3,0,1,7.09
aleksandar-kolarov,2016,35,3073,1,3,7,0,2,7.25
aleksandar-kolarov,2017,47,4141,3,11,4,0,6,7.47
aleksandar-kolarov,2018,45,3957,9,3,6,1,6,7.04
aleksandar-kolarov,2019,40,3351,7,4,8,0,1,7.04
aleksandar-kolarov,2020,11,642,0,1,1,1,0,6.43
aleksandar-kolarov,2021,4,43,0,0,0,0,0,6.21
aleksander-buksa,2021,4,62,0,0,0,0,0,6.02
aleksander-sedlar,2019,12,813,0,0,3,1,0,6.25
aleksander-sedlar,2021,10,401,0,0,3,1,0,6.02
aleksandr-golovin,2014,7,121,0,1,0,0,0,6.38
aleksandr-golovin,2015,18,637,1,0,0,0,0,6.47
aleksandr-golovin,2016,39,3181,3,3,4,0,2,7.09
aleksandr-golovin,2017,38,3270,7,4,12,0,2,7.2
aleksandr-golovin,2018,39,3113,4,7,9,1,3,6.76
aleksandr-golovin,2019,25,2069,3,4,4,1,3,7.11
aleksandr-golovin,2020,24,1342,5,9,2,0,3,7.08
aleksandr-golovin,2021,41,2337,3,7,9,1,2,6.86
aleksandr-kokorin,2012,1,5,0,0,0,0,0,6.09
aleksandr-kokorin,2013,22,1747,10,6,3,0,4,7.26
aleksandr-kokorin,2014,38,2778,11,4,2,0,2,6.87
aleksandr-kokorin,2015,20,1092,6,0,3,1,0,6.71
aleksandr-kokorin,2016,38,2965,9,3,4,0,1,6.78
aleksandr-kokorin,2017,31,2616,16,5,2,0,5,7.31
aleksandr-kokorin,2018,4,102,1,0,0,0,0,6.3
aleksandr-kokorin,2019,10,879,7,1,2,0,2,7.37
aleksandr-kokorin,2020,12,456,2,1,2,0,0,6.39
aleksandr-kokorin,2021,6,50,0,0,1,0,0,6.01
aleksey-miranchuk,2013,8,401,1,0,0,0,0,6.52
aleksey-miranchuk,2014,17,965,1,0,1,0,0,6.41
aleksey-miranchuk,2015,33,1900,3,2,2,1,0,6.46
aleksey-miranchuk,2016,29,2480,3,5,3,0,2,6.79
aleksey-miranchuk,2017,39,3427,8,7,4,0,4,7.11
aleksey-miranchuk,2018,37,3213,3,8,3,0,4,7.17
aleksey-miranchuk,2019,31,2633,14,3,1,0,7,7.28
aleksey-miranchuk,2020,37,1286,8,3,0,0,2,6.64
aleksey-miranchuk,2021,32,1300,2,8,2,0,0,6.56
ales-mateju,2015,2,180,0,0,1,0,0,6.78
ales-mateju,2016,4,360,0,0,3,0,0,6.77
ales-mateju,2019,31,2548,0,1,8,1,0,6.43
ales-mateju,2020,2,180,0,0,0,0,0,7.34
ales-mateju,2021,10,775,0,1,4,0,0,6.69
ales-mateju,2022,3,173,0,0,1,0,0,6.06
alessandro-bastoni,2016,3,153,0,0,0,0,0,6.67
alessandro-bastoni,2017,4,87,0,0,0,0,0,6.27
alessandro-bastoni,2018,24,1686,1,0,2,0,2,6.54
alessandro-bastoni,2019,33,2472,2,1,8,1,0,6.76
alessandro-bastoni,2020,42,3608,0,4,8,0,0,6.81
alessandro-bastoni,2021,40,3080,1,3,6,1,1,6.82
alessandro-bastoni,2022,3,270,1,0,1,0,0,6.48
alessandro-berardi,2020,1,27,0,0,0,0,0,6.22
alessandro-berardi,2021,1,90,0,0,0,0,0,6.54
alessandro-buongiorno,2017,1,5,0,0,0,0,0,6.21
alessandro-buongiorno,2020,12,857,0,0,4,0,0,6.35
alessandro-buongiorno,2021,23,1184,0,2,5,0,0,6.58
alessandro-deiola,2016,5,245,0,0,2,0,0,6.39
alessandro-deiola,2017,13,444,0,0,3,0,0,6.11
alessandro-deiola,2018,20,990,0,1,5,0,0,6.25
alessandro-deiola,2019,11,719,1,1,3,0,0,6.48
alessandro-deiola,2020,24,978,0,0,3,0,0,6.29
alessandro-deiola,2021,33,2147,4,1,5,0,1,6.48
alessandro-florenzi,2010,1,4,0,0,0,0,0,6.02
alessandro-florenzi,2012,36,2154,3,5,3,0,1,6.77
alessandro-florenzi,2013,42,2229,7,7,4,0,1,6.71
alessandro-florenzi,2014,44,2841,5,5,9,0,4,6.84
alessandro-florenzi,2015,41,3374,8,3,4,0,4,7.1
alessandro-florenzi,2016,16,1217,1,3,3,0,0,7.06
alessandro-florenzi,2017,42,3095,1,5,4,0,1,6.85
alessandro-florenzi,2018,39,2978,3,3,5,1,0,6.88
alessandro-florenzi,2019,29,1864,0,1,6,1,0,6.48
alessandro-florenzi,2020,38,2739,2,1,1,0,0,6.69
alessandro-florenzi,2021,29,1330,2,0,2,0,0,6.58
alessandro-florenzi,2022,2,93,0,0,1,0,0,6.3
alessandro-russo,2021,1,28,0,0,0,0,0,6.12
alessandro-schopf,2015,34,2122,9,3,3,0,1,7.02
alessandro-schopf,2016,41,2607,8,2,6,0,3,6.92
alessandro-schopf,2017,15,806,0,0,3,0,0,6.52
alessandro-schopf,2018,21,1384,2,0,3,0,0,6.55
alessandro-schopf,2019,22,1427,0,1,3,0,0,6.37
alessandro-schopf,2020,22,1108,1,0,0,0,0,6.11
alessandro-schopf,2021,35,2586,1,0,1,1,0,6.5
alessandro-zanoli,2021,13,460,0,0,2,0,0,6.34
alessio-cragno,2014,14,1260,0,0,0,0,0,6.46
alessio-cragno,2017,29,2538,0,0,0,0,1,6.65
alessio-cragno,2018,38,3420,0,0,1,0,8,7.07
alessio-cragno,2019,16,1440,0,0,1,0,3,6.96
alessio-cragno,2020,34,3060,0,0,1,0,1,6.8
alessio-cragno,2021,35,3150,0,0,3,0,0,6.57
alessio-romagnoli,2012,2,99,1,0,0,0,0,6.9
alessio-romagnoli,2013,11,702,0,0,4,0,0,6.77
alessio-romagnoli,2014,30,2534,2,2,9,0,1,7.02
alessio-romagnoli,2015,36,3123,0,0,9,1,1,6.89
alessio-romagnoli,2016,27,2370,1,1,4,1,0,6.94
alessio-romagnoli,2017,36,3043,2,0,8,1,2,6.78
alessio-romagnoli,2018,37,3216,2,0,8,1,1,6.83
alessio-romagnoli,2019,35,3092,1,0,4,0,1,6.86
alessio-romagnoli,2020,29,2427,1,1,10,0,0,6.72
alessio-romagnoli,2021,24,1800,1,0,4,1,0,6.75
alex-berenguer,2016,29,2119,1,6,3,0,4,6.89
alex-berenguer,2017,22,1039,1,3,1,0,0,6.74
alex-berenguer,2018,31,1479,2,3,4,0,0,6.6
alex-berenguer,2019,29,1828,6,2,4,0,1,6.88
alex-berenguer,2020,37,2422,8,4,4,0,2,6.8
alex-berenguer,2021,34,2174,3,6,8,0,3,6.78
alex-ferrari,2015,21,1255,0,0,6,0,0,6.76
alex-ferrari,2016,1,90,0,0,0,0,0,6.12
alex-ferrari,2017,25,2139,1,0,5,0,0,6.77
alex-ferrari,2018,6,540,0,0,2,0,1,6.67
alex-ferrari,2019,12,1005,0,0,4,0,0,6.59
alex-ferrari,2020,12,882,0,1,3,0,0,6.67
alex-ferrari,2021,23,1653,1,0,4,0,1,6.62
alex-kral,2018,6,468,1,0,1,0,0,6.62
alex-kral,2019,19,1634,0,0,4,0,0,6.77
alex-kral,2020,38,2963,0,5,3,0,1,6.87
alex-kral,2021,15,630,0,1,0,0,0,6.45
alex-kral,2022,2,71,0,0,0,0,0,6.18
alex-mccarthy,2012,13,1170,0,0,0,0,1,7.15
alex-mccarthy,2013,44,3960,0,0,0,0,2,7.0
alex-mccarthy,2014,3,236,0,0,0,0,0,6.27
alex-mccarthy,2015,7,630,0,0,0,0,0,6.72
alex-mccarthy,2017,18,1620,0,0,2,0,0,6.53
alex-mccarthy,2018,25,2250,0,0,1,0,1,6.58
alex-mccarthy,2019,28,2520,0,0,0,0,2,6.71
alex-mccarthy,2020,30,2700,0,0,2,0,1,6.49
alex-mccarthy,2021,17,1530,0,0,1,0,0,6.63
alex-meret,2017,13,1160,0,0,0,0,3,7.02
alex-meret,2018,20,1691,0,0,0,1,0,6.81
alex-meret,2019,31,2761,0,0,0,0,1,6.46
alex-meret,2020,27,2430,0,0,0,0,1,6.59
alex-meret,2021,14,1250,0,0,1,0,1,6.5
alex-oxlade-chamberlain,2011,20,812,3,2,1,0,0,6.72
alex-oxlade-chamberlain,2012,32,1394,1,3,2,0,0,6.73
alex-oxlade-chamberlain,2013,16,684,2,2,0,0,1,6.62
alex-oxlade-chamberlain,2014,30,1890,3,3,4,0,3,7.24
alex-oxlade-chamberlain,2015,27,1163,1,0,0,0,0,6.65
alex-oxlade-chamberlain,2016,36,1941,3,8,2,0,1,6.97
alex-oxlade-chamberlain,2017,42,2047,5,7,3,0,2,6.96
alex-oxlade-chamberlain,2018,2,19,0,0,0,0,0,6.35
alex-oxlade-chamberlain,2019,35,1775,7,2,1,0,3,6.76
alex-oxlade-chamberlain,2020,16,273,1,1,0,0,0,6.17
alex-oxlade-chamberlain,2021,27,1404,3,2,0,0,0,6.77
alex-petxarroman,2021,17,401,0,0,4,0,0,6.15
alex-sandro,2012,6,450,0,1,1,0,1,7.46
alex-sandro,2013,11,990,0,0,3,0,2,7.53
alex-sandro,2014,9,810,0,1,3,0,1,7.87
alex-sandro,2015,27,1882,2,4,6,1,4,7.44
alex-sandro,2016,38,3164,3,5,6,0,5,7.52
alex-sandro,2017,36,3015,4,5,11,0,3,7.31
alex-sandro,2018,40,3135,1,2,10,0,4,7.09
alex-sandro,2019,39,3214,1,4,4,0,1,7.04
alex-sandro,2020,31,2339,2,2,3,0,2,7.05
alex-sandro,2021,35,2330,1,1,3,0,0,6.63
alex-telles,2013,38,3373,1,3,5,0,3,7.23
alex-telles,2014,27,2123,1,0,4,0,0,6.85
alex-telles,2015,23,1758,0,2,5,1,1,7.07
alex-telles,2016,39,3422,1,10,4,2,2,7.37
alex-telles,2017,37,3272,4,14,2,0,7,7.85
alex-telles,2018,43,3850,5,11,5,0,5,7.44
alex-telles,2019,39,3278,11,9,9,2,4,7.32
alex-telles,2020,23,1695,2,4,0,0,1,6.85
alex-telles,2021,26,2025,1,4,3,0,0,6.88
alex-tirlea,2021,1,14,0,0,0,0,0,6.42
alexander-djiku,2014,2,180,0,0,0,0,0,6.4
alexander-djiku,2015,20,1513,0,0,6,1,1,7.04
alexander-djiku,2016,22,1759,1,0,2,2,0,6.98
alexander-djiku,2017,28,2520,0,0,10,0,0,6.92
alexander-djiku,2018,31,2755,1,0,9,1,3,6.94
alexander-djiku,2019,25,2063,1,1,6,0,0,6.93
alexander-djiku,2020,30,2553,0,0,8,0,1,6.88
alexander-djiku,2021,34,2967,2,0,9,1,1,6.75
alexander-hack,2015,7,630,0,0,1,0,0,7.26
alexander-hack,2016,17,1475,1,1,1,0,1,7.31
alexander-hack,2017,15,1288,1,0,2,0,1,7.41
alexander-hack,2018,14,1019,1,1,1,0,1,6.91
alexander-hack,2019,14,803,0,0,2,0,0,6.55
alexander-hack,2020,21,1367,1,0,2,0,0,6.74
alexander-hack,2021,28,2078,3,1,6,1,2,6.97
alexander-isak,2016,24,1607,10,1,4,0,4,7.04
alexander-isak,2017,9,182,0,0,0,0,0,6.16
alexander-isak,2018,16,1370,13,6,0,0,5,7.62
alexander-isak,2019,37,1500,9,1,4,0,0,6.41
alexander-isak,2020,50,3323,17,4,4,0,7,6.83
alexander-isak,2021,40,2773,9,3,8,0,0,6.79
alexander-isak,2022,3,204,0,0,1,0,0,6.1
alexander-iwobi,2015,15,709,2,2,0,0,0,6.71
alexander-iwobi,2016,33,1874,4,3,1,0,1,6.65
alexander-iwobi,2017,32,2179,3,6,1,0,0,6.87
alexander-iwobi,2018,49,2596,5,8,0,0,0,6.65
alexander-iwobi,2019,32,2163,2,0,0,0,0,6.55
alexander-iwobi,2020,30,1543,1,2,0,0,0,6.54
alexander-iwobi,2021,34,2391,3,2,1,1,1,6.5
alexander-nubel,2015,1,1,0,0,0,0,0,6.0
alexander-nubel,2017,1,45,0,0,0,0,0,6.55
alexander-nubel,2018,20,1769,0,0,1,1,1,6.58
alexander-nubel,2019,31,2766,0,0,2,1,0,6.4
alexander-nubel,2020,3,270,0,0,0,0,0,6.25
alexander-nubel,2021,45,4050,0,0,1,0,0,6.58
alexander-schwolow,2013,1,90,0,0,0,0,0,7.16
alexander-schwolow,2015,33,2970,0,0,1,0,1,6.58
alexander-schwolow,2016,34,3060,0,0,1,0,1,6.52
alexander-schwolow,2017,33,2907,0,0,0,0,2,6.6
alexander-schwolow,2018,33,2970,0,1,1,0,0,6.66
alexander-schwolow,2019,24,2093,0,0,0,0,2,6.77
alexander-schwolow,2020,26,2340,0,0,0,0,2,6.6
alexander-schwolow,2021,25,2176,0,0,1,0,1,6.43
alexander-sorloth,2015,15,788,2,1,2,0,0,6.35
alexander-sorloth,2016,27,1006,3,3,2,0,1,6.53
alexander-sorloth,2017,4,360,0,0,0,0,0,7.1
alexander-sorloth,2018,13,293,0,0,0,0,0,6.22
alexander-sorloth,2019,38,3253,24,9,2,1,9,7.46
alexander-sorloth,2020,37,1774,9,5,3,0,2,6.82
alexander-sorloth,2021,47,2544,9,2,5,0,2,6.71
alexander-sorloth,2022,4,270,1,1,0,0,0,7.21
alexandre-lacazette,2009,1,12,0,0,0,0,0,5.94
alexandre-lacazette,2010,11,183,2,2,0,0,1,6.45
alexandre-lacazette,2011,35,1590,6,3,6,0,2,6.64
alexandre-lacazette,2012,36,2642,4,4,1,0,0,6.99
alexandre-lacazette,2013,44,3572,17,4,6,2,4,7.14
alexandre-lacazette,2014,33,2849,27,6,6,0,8,7.69
alexandre-lacazette,2015,40,3460,23,3,5,0,2,7.27
alexandre-lacazette,2016,42,3289,35,4,5,0,10,7.55
alexandre-lacazette,2017,36,2543,17,4,1,0,2,7.12
alexandre-lacazette,2018,45,3158,18,10,4,1,6,7.13
alexandre-lacazette,2019,35,2264,12,4,9,0,2,6.88
alexandre-lacazette,2020,39,2335,16,2,4,0,4,6.88
alexandre-lacazette,2021,35,2084,6,8,1,0,2,6.76
alexandre-letellier,2015,17,1530,0,0,1,0,1,6.79
alexandre-letellier,2016,6,540,0,0,0,0,0,5.86
alexandre-letellier,2017,13,1170,0,0,0,0,0,6.22
alexandre-letellier,2021,1,7,0,0,0,0,0,6.04
alexandre-oukidja,2017,17,1457,0,0,1,0,0,6.52
alexandre-oukidja,2019,27,2386,0,0,3,0,2,6.96
alexandre-oukidja,2020,34,3060,0,0,3,1,2,6.68
alexandre-oukidja,2021,21,1877,0,0,2,1,1,6.47
alexis-claude-maurice,2019,22,1633,1,1,2,0,0,6.86
alexis-claude-maurice,2020,36,2271,5,5,2,0,3,6.74
alexis-claude-maurice,2021,10,200,0,2,1,0,0,6.37
alexis-flips,2020,2,41,1,0,0,0,0,6.42
alexis-flips,2021,25,1062,2,4,2,0,2,6.73
alexis-mac-allister,2017,24,1319,2,6,2,0,0,6.81
alexis-mac-allister,2018,19,1544,5,1,4,0,2,7.15
alexis-mac-allister,2019,22,1064,1,1,1,0,0,6.5
alexis-mac-allister,2020,21,1117,1,1,1,0,0,6.44
alexis-mac-allister,2021,35,2308,5,4,4,0,1,6.78
alexis-saelemaekers,2018,3,182,0,0,1,0,0,6.37
alexis-saelemaekers,2019,15,757,1,0,3,1,0,6.42
alexis-saelemaekers,2020,37,2290,2,5,7,1,1,6.64
alexis-saelemaekers,2021,47,2556,2,4,5,0,1,6.71
alexis-sanchez,2009,32,2299,5,3,5,0,7,7.53
alexis-sanchez,2010,31,2392,12,6,5,1,7,7.74
alexis-sanchez,2011,31,2038,14,5,4,0,1,7.29
alexis-sanchez,2012,38,2228,9,11,5,0,1,6.95
alexis-sanchez,2013,43,2855,19,11,5,0,3,7.38
alexis-sanchez,2014,46,3946,21,10,5,0,10,7.84
alexis-sanchez,2015,43,3595,17,10,3,0,9,7.73
alexis-sanchez,2016,46,3889,27,13,7,0,12,7.76
alexis-sanchez,2017,34,2811,10,6,6,0,7,7.43
alexis-sanchez,2018,24,1084,1,3,3,0,0,6.55
alexis-sanchez,2019,34,1717,6,10,3,1,5,7.0
alexis-sanchez,2020,35,1259,7,5,0,0,2,6.71
alexis-sanchez,2021,33,1020,6,3,0,1,0,6.54
alexis-tibidi,2021,13,380,0,0,1,0,0,6.11
alfonso-espino,2020,32,2609,0,3,6,0,0,6.71
alfonso-espino,2021,37,3330,2,2,6,0,0,6.82
alfonso-pedraza,2014,2,42,0,0,1,0,0,6.12
alfonso-pedraza,2015,3,108,0,0,0,0,0,6.28
alfonso-pedraza,2016,14,735,1,0,1,0,0,6.68
alfonso-pedraza,2017,33,2441,3,5,5,0,1,6.72
alfonso-pedraza,2018,42,2652,4,3,5,0,3,6.75
alfonso-pedraza,2019,22,1371,1,0,3,0,0,6.51
alfonso-pedraza,2020,41,3018,1,2,10,0,1,6.65
alfonso-pedraza,2021,38,2137,4,5,3,0,4,6.75
alfred-finnbogason,2013,32,2835,29,9,2,0,7,7.54
